"","title","description","redirect_url","latitude","longitude","salary_max","salary_is_predicted","id","salary_min","adref","created","__CLASS__","contract_type","contract_time","__CLASS__","label","tag","__CLASS__","display_name","display_name","__CLASS__","area"
"741","Driver gig - Earn on your schedule","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1866997866?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=A99DFA75D8A10113EE2F768146D49D752C3BD335",38.320829,-77.429941,NA,"0","1866997866",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2Njk5Nzg2NiIsInMiOiJtb3dQaEwwNzZ4R2Y1dFV0ZXhyNmFRIn0.beKZ1MFYB1-85knczs9yimyE0PcGxtBGI4FFfhIxXog","2020-12-07T08:56:33Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Falmouth, Stafford County","Adzuna::API::Response::Location","c(""US"", ""Virginia"", ""Stafford County"", ""Falmouth"")"
"742","Seasonal Gig - Drive with Uber","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1866948907?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=9A9BBD689A8CCC3C7F5149CA91BB56058A48C7BE",38.71429,-78.709506,NA,"0","1866948907",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2Njk0ODkwNyIsInMiOiJtb3dQaEwwNzZ4R2Y1dFV0ZXhyNmFRIn0.Sm8Le3rs0n4wCuXgrPoATMiLLSbEsSzIWMSLlHBzmLg","2020-12-07T08:46:51Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Quicksburg, Shenandoah County","Adzuna::API::Response::Location","c(""US"", ""Virginia"", ""Shenandoah County"", ""Quicksburg"")"
"743","Driver","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1866888698?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=B8625F3E8A6B456F86F73E9EBCDB6E8DD7C687EF",38.97821,-77.38699,NA,"0","1866888698",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2Njg4ODY5OCIsInMiOiJtb3dQaEwwNzZ4R2Y1dFV0ZXhyNmFRIn0.iwzBJ4DVii3oyp3s-3MYECDwPpfRoLoBeMar8pn92zQ","2020-12-07T08:38:07Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Herndon, Fairfax County","Adzuna::API::Response::Location","c(""US"", ""Virginia"", ""Fairfax County"", ""Herndon"")"
"744","Seasonal Driving Opportunity","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1866861664?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=F83A91F25B1529CCAB10D07E1158B93F18C69409",37.684843,-76.436174,NA,"0","1866861664",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW93UGhMMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODY2ODYxNjY0In0.uNcJ1TsBDLjZKBbGJvxDZIE-ZtqgWBdiU--Koob2SJg","2020-12-07T08:32:01Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Millenbeck, Lancaster County","Adzuna::API::Response::Location","c(""US"", ""Virginia"", ""Lancaster County"", ""Millenbeck"")"
"745","Make extra cash this holiday season driving with Uber","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1868453355?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=698EB9EF093A675C7D4CAA2E4181EED4C82E6AC9",38.671508,-77.995552,NA,"0","1868453355",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2ODQ1MzM1NSIsInMiOiJtb3dQaEwwNzZ4R2Y1dFV0ZXhyNmFRIn0.4ct8HBs2O5En5a8GyUThYOUZT8iyqytft1SGPKlAn9M","2020-12-08T01:33:19Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Amissville, Culpeper County","Adzuna::API::Response::Location","c(""US"", ""Virginia"", ""Culpeper County"", ""Amissville"")"
"746","Working an Unpaid Internship? Make Money Driving with Uber.","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1859189467?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=2C43BBBAE9059273F862C83BFC4D676E3BC3110C",32.708633,-80.088888,NA,"0","1859189467",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW93UGhMMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODU5MTg5NDY3In0.eR_Poqer7payjyVzeZGEnL1NLxiWXIs0UFOZPrlDinE","2020-12-03T04:41:39Z","Adzuna::API::Response::Job","contract",NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Johns Island, Charleston County","Adzuna::API::Response::Location","c(""US"", ""South Carolina"", ""Charleston County"", ""Johns Island"")"
"747","Flexible Schedule for Retirement - Drive with Uber","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1866998865?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=E53A01CB3F65963EE2D24C3CD1A1F2F4FAF95734",38.99964,-77.15508,NA,"0","1866998865",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW93UGhMMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODY2OTk4ODY1In0.ElmZC3UpQoDc4wtpPhfwC1juohE7InNQ8sjNygff-68","2020-12-07T08:56:41Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Westlake, Montgomery County","Adzuna::API::Response::Location","c(""US"", ""Maryland"", ""Montgomery County"", ""Westlake"")"
"748","Flexible Schedule for Retirement - Drive with Uber","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1866995216?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=751BD8F401134C84F97A808007A7028757902716",38.97821,-77.38699,NA,"0","1866995216",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoibW93UGhMMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODY2OTk1MjE2In0.cJVYgvYaXi3xZ5arQAXB5p4jlnMcryNhTJZBckJdgfE","2020-12-07T08:56:08Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Herndon, Fairfax County","Adzuna::API::Response::Location","c(""US"", ""Virginia"", ""Fairfax County"", ""Herndon"")"
"749","Flexible Gig - Drive with Uber","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­","https://www.adzuna.com/land/ad/1866847123?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=F82B3180DF87BF2731CCDAB0B28DC6963BCC7F41",39.001677,-77.03534,NA,"0","1866847123",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2Njg0NzEyMyIsInMiOiJtb3dQaEwwNzZ4R2Y1dFV0ZXhyNmFRIn0.FilXcU_UQspF6v6OXGktewrnCssY4wVpPHoYQyMAB-s","2020-12-07T08:26:24Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Uber","Silver Spring, Montgomery County","Adzuna::API::Response::Location","c(""US"", ""Maryland"", ""Montgomery County"", ""Silver Spring"")"
"750","Restaurant Delivery","No passengers. No bosses. Just you, your tunes, and the road. Sign up now and start making money Choose your wheels and deliver food and other items from local merchants to hungry customers.  Be your own boss. Work when you want, wherever you want  Earn for each delivery including 100% of the tips  Work in the morning, at night, or any time in between  Use any car, bike, scooter, motorcycle or moped to deliver Start today and be your own boss. Get on the road today. Car, Motorcycle, and Moped R¡­","https://www.adzuna.com/land/ad/1847257187?se=mowPhL076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=97B3E8F731E9A751680A2CAF5B7DBDC34F8E51E0",37.868058,-122.285237,NA,"0","1847257187",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg0NzI1NzE4NyIsInMiOiJtb3dQaEwwNzZ4R2Y1dFV0ZXhyNmFRIn0.eYfTX42nWa6ruPSwJD4yeey58iDQKlLRrHKYD33CsqU","2020-11-27T02:00:18Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Travel Jobs","travel-jobs","Adzuna::API::Response::Company","Doordash","Berkeley, Alameda County","Adzuna::API::Response::Location","c(""US"", ""California"", ""Alameda County"", ""Berkeley"")"
"751","Associate Director Marketing-Content Strategy","Job Description Description We are the world¡¯s learning company with more than 24,000 employees operating in 70 countries. We combine world-class educational content and assessment, powered by services and technology, to enable more effective teaching and personalized learning at scale. We believe that wherever learning flourishes so do people. commitment to Diversity & Inclusion We value diversity and inclusion. We value the power of an inclusive culture and a strong sense of belonging. We see¡­","https://www.adzuna.co.za/land/ad/1802716467?se=Vuxphr076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=6E3F2DA661122C750893D4652556D278D2F31D9A",NA,NA,NA,"0","1802716467",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVnV4cGhyMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODAyNzE2NDY3In0.hziBqlmgbN5iuCaJW1vdhVVF-wZbkKFXBVTvAZrWi_E","2020-11-04T18:55:12Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Unknown","unknown","Adzuna::API::Response::Company","CTI Education Group","South Africa","Adzuna::API::Response::Location","South Africa"
"752","Infrastructure Director / Lead - Africa","Turner & Townsend is a leading independent professional services company specializing in program management, project management, cost management and consulting across the property, infrastructure and natural resources sectors. With 108 offices in 45 countries, we draw on our extensive global and industry experience to manage risk while maximizing value and performance during the construction and operation of our clients¡¯ assets. Job Description We are currently looking to appoint an Infrastruct¡­","https://www.adzuna.co.za/land/ad/1849084327?se=Vuxphr076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=7C24CA77DEB6D96FCE5FED09AF15EA3649189E50",-26.183117,28.026104,NA,"0","1849084327",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVnV4cGhyMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODQ5MDg0MzI3In0.Om4fdJL2NbV5HCbuNG_UaFziXNkA2k8leIrk5YHJI60","2020-11-28T11:13:54Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Unknown","unknown","Adzuna::API::Response::Company","EAD Corporations","Johannesburg, Gauteng","Adzuna::API::Response::Location","c(""South Africa"", ""Gauteng"", ""Johannesburg"")"
"753","Head of Finance","Ozow is the future of payment ¡ª a world-class payment platform for customers and merchants that is Ozow easy, Ozow fast and Ozow secure. With benefits as big as our ambitions, we¡¯re looking for candidates who can inspire us and be inspired by us. We¡¯re striving to become the industry leader that provides the simplest and easiest way to pay. And while we¡¯re on our way to building an inclusive payments market, we¡¯re building an equally inclusive workforce. So, join us as we achieve big things and¡­","https://www.adzuna.co.za/land/ad/1817789192?se=Vuxphr076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=33284F7362BC38891E937A658DD28297F3C25C13",NA,NA,NA,"0","1817789192",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgxNzc4OTE5MiIsInMiOiJWdXhwaHIwNzZ4R2Y1dFV0ZXhyNmFRIn0.sk37C28hX-l-o_AuoO0YwtSL6X1IZA6yyvLVdne2Lus","2020-11-12T10:58:41Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Unknown","unknown","Adzuna::API::Response::Company","Ozow  LTD","Cape Town City Centre, Cape Town Region","Adzuna::API::Response::Location","c(""South Africa"", ""Western Cape"", ""Cape Town Region"", ""Cape Town City Centre"")"
"754","Warehouse Manager - Northriding","14 Nov '20 Warehouse Manager - Northriding Apply Transport / Logistics / Freight / Aviation, South Africa - Gauteng Johannesburg - North (Sandton / Midrand / Diepsloot) highly negotiable - Our client based in JHB is looking for an International Trader in the Chemicals sector to join their team. Our client Buys and sells agricultural commodities for the food production and animal feed industries. Our client also imports and supply Chemical Products closely related to the Agri market Purpose of t¡­","https://www.adzuna.co.za/land/ad/1829405996?se=Vuxphr076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=542FCFE0A314BDFA0570C14D7B644FA47F3FBB75",NA,NA,NA,"0","1829405996",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVnV4cGhyMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxODI5NDA1OTk2In0.p5PaFBvhJOs6NO0PSxagFtk6i-Zf4xkJx3m9dAoHY1s","2020-11-18T03:06:20Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Unknown","unknown","Adzuna::API::Response::Company","Measured Ability Group Holdings  Ltd","South Africa","Adzuna::API::Response::Location","South Africa"
"755","Full-Stack Developer","Full-Stack Developer Johannesburg 759273d8ff6f Full-Stack developer OfferZen companies are hiring for a full-stack developer to: Developing and maintaining web applications Creating automated and scalable solutions Develop reusable code and libraries for future use Translating UI and UX wireframes to visual elements of the application Integrating frontend and backend aspects of the application Requirements: 1 years experience working as a full-stack developer Bachelor s degree in Computer Scien¡­","https://www.adzuna.co.za/land/ad/1119545426?se=Vuxphr076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=4CE732BD6F9A05C80F17C479B9AB123852B82496",-26.183117,28.026104,NA,"0","1119545426",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVnV4cGhyMDc2eEdmNXRVdGV4cjZhUSIsImkiOiIxMTE5NTQ1NDI2In0.SU1nqgpABzxDVo2UO99w-c3WshkcAzqxZWjD8-salm0","2019-04-04T06:19:06Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","IT Jobs","it-jobs","Adzuna::API::Response::Company","OfferZen","Johannesburg, Gauteng","Adzuna::API::Response::Location","c(""South Africa"", ""Gauteng"", ""Johannesburg"")"
"756","Vice President, Global Operations Strategy, Process and Programs","Job Description - Vice President, Global Operations Strategy, Process and Programs (2011491) Job Description Vice President, Global Operations Strategy, Process and Programs - ( 2011491 ) Description We are the world¡¯s learning company with more than 24,000 employees operating in 70 countries. We combine world-class educational content and assessments powered by services and technology, to enable more effective teaching and personalized learning at scale. We believe that wherever learning flour¡­","https://www.adzuna.co.za/land/ad/1866260343?se=Vuxphr076xGf5tUtexr6aQ&utm_medium=api&utm_source=f0c87e31&v=A64CC10677C758028533E4EA2C8CADE495755F24",NA,NA,NA,"0","1866260343",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2NjI2MDM0MyIsInMiOiJWdXhwaHIwNzZ4R2Y1dFV0ZXhyNmFRIn0.WoFR1xW1XcjnFomfQ9Hpp125w7ArIG7ncRq3xdFCILo","2020-12-07T03:24:59Z","Adzuna::API::Response::Job",NA,NA,"Adzuna::API::Response::Category","Unknown","unknown","Adzuna::API::Response::Company","CTI Education Group","South Africa","Adzuna::API::Response::Location","South Africa"
