"","title","created","redirect_url","longitude","id","latitude","salary_is_predicted","salary_max","__CLASS__","salary_min","adref","description","contract_time","contract_type","label","tag","__CLASS__","display_name","__CLASS__","__CLASS__","display_name","area"
"697","Therapy Assistant_Rehabilitation Department (Contract)","2020-12-11T06:20:24Z","https://www.adzuna.sg/land/ad/1874303113?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=1E5498939036A97AB5AAC41E7F7EDC9903205A61",NA,"1874303113",NA,"0",28800,"Adzuna::API::Response::Job",14400,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUFvLXJjQTc2eEdUYlVBRnlJaGRXdyIsImkiOiIxODc0MzAzMTEzIn0.Eh22Oko4zU6fhHgq2RpwkUZYhHdD90-Mmd1JtcVF-t8","Job Description The Therapy Assistant is to provide assistance to therapists in clinical, administrative and technical duties and to assist in the supervision of healthcare attendants. The Challenges <U+2022>Assist the therapist in setting up patients on therapeutic equipment. <U+2022>Assist the therapist in setting up / supervising / assisting patients in the performance of therapeutic activities / exercises. <U+2022>Assist the therapist in the fabrication of orthosis / devices necessary for rehabilitation. <U+2022>Prepa¡­",NA,NA,"Other/General Jobs","other-general-jobs","Adzuna::API::Response::Category","None","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"698","SGUnitedTraineeship SGUP Digital Testing Analyst (Automation), Consumer Banking Group (9 months)","2020-12-11T06:20:30Z","https://www.adzuna.sg/land/ad/1874303771?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=A1F064A78C1780AFE15C43B83E0BA82EEAC04C44",NA,"1874303771",NA,"0",30000,"Adzuna::API::Response::Job",30000,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTUFvLXJjQTc2eEdUYlVBRnlJaGRXdyIsImkiOiIxODc0MzAzNzcxIn0.Z2b0I-LGmwobYl0oFTjmqr8OT3IBnzO4qHgPOPQyzxg","Traineeship Description DBS is a leading Asia bank servicing our clients for over 50 years in the 18 markets we operate in. Besides providing a comprehensive suite of financial solutions, our award-winning digital solutions are targeted at our clients as people are the heart of everything, we do in DBS. We are committed to deliver banking that is simple and hassle free and embed our digital solutions in client's everyday life as we expand on our ecosystem's partnership. In our team at regional ¡­",NA,NA,"Accounting & Finance Jobs","accounting-finance-jobs","Adzuna::API::Response::Category","None","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"699","Finance Manager, Fintech (Payments/Crypto)","2020-09-12T21:09:22Z","https://www.adzuna.sg/land/ad/1701105731?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=29C40190300EC4B0EFF2E1E5304B73EFD757C429",NA,"1701105731",NA,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTcwMTEwNTczMSIsInMiOiJNQW8tcmNBNzZ4R1RiVUFGeUloZFd3In0.uhEj3Dhob1QKotTrplFQXSouvNNvWZqwFwg6m2ADL7A","Job Description : Description This premier Fintech firm is the leader in the digital financial products and continues to generate high and sustainable audited returns. As part of growth, it is now recruiting a new position for a Finance Manager. Responsibilities Reporting to the CFO, you will be responsible for the proper financial control and statutory reporting for various entities. You will provide management reporting covering monthly analysis of business performance, respond to ad-hoc anal¡­",NA,NA,"Accounting & Finance Jobs","accounting-finance-jobs","Adzuna::API::Response::Category","Kerry Consulting Pte Ltd","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"700","Full Stack Developer (Entry Level)","2020-11-06T21:45:28Z","https://www.adzuna.sg/land/ad/1806832724?se=MAo-rcA76xGTbUAFyIhdWw&utm_medium=api&utm_source=f0c87e31&v=B11AC974DDA661D96832AC99E47DF198092B8ED4",NA,"1806832724",NA,"0",50400,"Adzuna::API::Response::Job",36000,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTgwNjgzMjcyNCIsInMiOiJNQW8tcmNBNzZ4R1RiVUFGeUloZFd3In0.jN1LyQkdrplLkpXpOOzZVElPhNLqYyJyimeapFqJcgU","Stationed on-site at the client's location for development and support with following skillsets: Effective oral and written communication skills in English with excellent interpersonal skills. Ability to communicate ideas in both technical and user-friendly language. Knowledge and experience with REST APIs, creating API centric microservices applications, working and connecting with API. Basic proficiency in one or more API M platforms (WSO2/Mulesoft /Azure/AWS API gateway/ Apigee). Basic profi¡­",NA,NA,"IT Jobs","it-jobs","Adzuna::API::Response::Category","None","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Singapore","Singapore"
"701","Retail Associate Alternative - Drive with Uber","2020-12-08T14:47:39Z","https://www.adzuna.com/land/ad/1869418568?se=xGbMsMA76xGLEAVZenzCdg&utm_medium=api&utm_source=f0c87e31&v=70BAE7D08B622E97149B780C4647505699F8DE47",-76.847474,"1869418568",39.0678,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoieEdiTXNNQTc2eEdMRUFWWmVuekNkZyIsImkiOiIxODY5NDE4NTY4In0.R_jUZS_ojqJ7R-nbonzpcbRrMQxjtJTDvUKi2eci3Mo","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­",NA,NA,"Travel Jobs","travel-jobs","Adzuna::API::Response::Category","Uber","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Montpelier, Prince George's County","c(""US"", ""Maryland"", ""Prince George's County"", ""Montpelier"")"
"702","Boost your earnings with tips. Drive with Uber.","2020-12-08T01:35:55Z","https://www.adzuna.com/land/ad/1868480774?se=xGbMsMA76xGLEAVZenzCdg&utm_medium=api&utm_source=f0c87e31&v=14B6522E8176790B1A913E89D4C99971E03A0EC7",-76.95283,"1868480774",38.992081,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2ODQ4MDc3NCIsInMiOiJ4R2JNc01BNzZ4R0xFQVZaZW56Q2RnIn0.FrUd3EDLSQ1aibFYWxC-586c2_GFPKW9z0rw9mpM7y0","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­",NA,NA,"Travel Jobs","travel-jobs","Adzuna::API::Response::Category","Uber","Adzuna::API::Response::Company","Adzuna::API::Response::Location","North College Park, Prince George's County","c(""US"", ""Maryland"", ""Prince George's County"", ""North College Park"")"
"703","Choose your own schedule - Drive with Uber","2020-12-07T08:43:28Z","https://www.adzuna.com/land/ad/1866922455?se=xGbMsMA76xGLEAVZenzCdg&utm_medium=api&utm_source=f0c87e31&v=3C777AE58FEF509C54AA4DDE0CA43FB536E47A64",-77.298578,"1866922455",38.75173,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2NjkyMjQ1NSIsInMiOiJ4R2JNc01BNzZ4R0xFQVZaZW56Q2RnIn0.vBTpkQgKXFZdgqiFd91LrkJz5nfaLU1RrSsiKkfYwH8","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­",NA,NA,"Travel Jobs","travel-jobs","Adzuna::API::Response::Category","Uber","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Burke, Fairfax County","c(""US"", ""Virginia"", ""Fairfax County"", ""Burke"")"
"704","Sign up to Drive with Uber","2020-12-07T08:56:03Z","https://www.adzuna.com/land/ad/1866994526?se=xGbMsMA76xGLEAVZenzCdg&utm_medium=api&utm_source=f0c87e31&v=11BDB356677B624F0DD07DCA5689CE7F5E0DF671",-77.40187,"1866994526",38.92451,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2Njk5NDUyNiIsInMiOiJ4R2JNc01BNzZ4R0xFQVZaZW56Q2RnIn0.QXCZiJnYzWlAL0tdjGryEzt3JYRoMAeO-AeGhPKm7SE","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­",NA,NA,"Travel Jobs","travel-jobs","Adzuna::API::Response::Category","Uber","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Oak Hill, Fairfax County","c(""US"", ""Virginia"", ""Fairfax County"", ""Oak Hill"")"
"705","Make More Money this Holiday Season Driving Your Car. Drive with Uber","2020-12-07T08:56:43Z","https://www.adzuna.com/land/ad/1866999081?se=xGbMsMA76xGLEAVZenzCdg&utm_medium=api&utm_source=f0c87e31&v=3F58E2602389F27B40E5C87B50D670AB7F78E874",-77.983739,"1866999081",39.160024,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2Njk5OTA4MSIsInMiOiJ4R2JNc01BNzZ4R0xFQVZaZW56Q2RnIn0.GDRLzG-oj0GwuLCgMVqS4_knqsXU8FZQIueeVJPQljk","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­",NA,NA,"Travel Jobs","travel-jobs","Adzuna::API::Response::Category","Uber","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Berryville, Clarke County","c(""US"", ""Virginia"", ""Clarke County"", ""Berryville"")"
"706","Flexible Schedule - Deliver with Uber Eats","2020-12-09T00:22:24Z","https://www.adzuna.com/land/ad/1870396444?se=xGbMsMA76xGLEAVZenzCdg&utm_medium=api&utm_source=f0c87e31&v=C5031802211FEA6FF752A714FD363864C066C9C1",-123.703137,"1870396444",42.065842,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoieEdiTXNNQTc2eEdMRUFWWmVuekNkZyIsImkiOiIxODcwMzk2NDQ0In0.ihI1EgB-Q0J-XUjFCmXRi65pQueVJ-obdZDvwHchHR0","Flexible Schedule - Deliver with Uber Eats Cave Junction, OR 2854_442DF5E507098F5B069164FE400710511623 Deliver with Uber. Earn on your schedule. Work on your schedule. Deliver for a few hours in the mornings, every night, or just on weekends; it's up to you. Earn Good Money. You'll earn by bringing people the food they love from local restaurants. Choose your wheels. Use your car, scooter, or bike to make deliveries. Delivery requirements Car delivery: Be at least 19 years old Have a 2-door or ¡­",NA,NA,"Travel Jobs","travel-jobs","Adzuna::API::Response::Category","Uber Eats","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Cave Junction, Josephine County","c(""US"", ""Oregon"", ""Josephine County"", ""Cave Junction"")"
"707","Retail Associate Alternative - Drive with Uber","2020-12-08T14:47:31Z","https://www.adzuna.com/land/ad/1869417279?se=xGbMsMA76xGLEAVZenzCdg&utm_medium=api&utm_source=f0c87e31&v=F294E140767AA75F1FCE519427AE600C4ED04716",-77.1487,"1869417279",39.3903,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2OTQxNzI3OSIsInMiOiJ4R2JNc01BNzZ4R0xFQVZaZW56Q2RnIn0.46-cpf4mAHeURMBY-bnPDKl6_6Xj-HyFQ3NDeAn_BB4","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­",NA,NA,"Travel Jobs","travel-jobs","Adzuna::API::Response::Category","Uber","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Mount Airy, Frederick County","c(""US"", ""Maryland"", ""Frederick County"", ""Mount Airy"")"
"708","Make More Money this Holiday Season Driving Your Car. Drive with Uber","2020-12-07T08:54:45Z","https://www.adzuna.com/land/ad/1866988274?se=xGbMsMA76xGLEAVZenzCdg&utm_medium=api&utm_source=f0c87e31&v=E2D95F567F0E1C3F3C132AAE3C56E079E8A7FB51",-77.23466,"1866988274",39.191189,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoieEdiTXNNQTc2eEdMRUFWWmVuekNkZyIsImkiOiIxODY2OTg4Mjc0In0.1NxZBEjd3RZDsFyQZF-yi909XYdrhWwC-8Tdu2rV07I","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­",NA,NA,"Travel Jobs","travel-jobs","Adzuna::API::Response::Category","Uber","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Clarksburg, Montgomery County","c(""US"", ""Maryland"", ""Montgomery County"", ""Clarksburg"")"
"709","Choose your own schedule - Drive with Uber","2020-12-07T08:43:40Z","https://www.adzuna.com/land/ad/1866923406?se=xGbMsMA76xGLEAVZenzCdg&utm_medium=api&utm_source=f0c87e31&v=2BA36A8CD48A78E15D95BD4FCBB4233F57C98946",-77.07552,"1866923406",38.8935,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoieEdiTXNNQTc2eEdMRUFWWmVuekNkZyIsImkiOiIxODY2OTIzNDA2In0.VNapQPI50MkcF3l_MfV34GT0-bg1M7uouZGCNfOVr_M","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­",NA,NA,"Travel Jobs","travel-jobs","Adzuna::API::Response::Category","Uber","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Rosslyn, Arlington County","c(""US"", ""Virginia"", ""Arlington County"", ""Rosslyn"")"
"710","Choose your own schedule - Drive with Uber","2020-12-08T14:48:14Z","https://www.adzuna.com/land/ad/1869423289?se=xGbMsMA76xGLEAVZenzCdg&utm_medium=api&utm_source=f0c87e31&v=B6EE7A7D7DF5B394BA11447F03F2ADA04BCBA306",-76.607632,"1869423289",37.578158,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2OTQyMzI4OSIsInMiOiJ4R2JNc01BNzZ4R0xFQVZaZW56Q2RnIn0.ZvZM2O4odUWu32166ItTC2IKyMmbYhrZchKDk9wV6PU","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­",NA,NA,"Travel Jobs","travel-jobs","Adzuna::API::Response::Category","Uber","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Glenns, Middlesex County","c(""US"", ""Virginia"", ""Middlesex County"", ""Glenns"")"
"711","Personal Transportation","2020-12-08T01:35:52Z","https://www.adzuna.com/land/ad/1868480297?se=xGbMsMA76xGLEAVZenzCdg&utm_medium=api&utm_source=f0c87e31&v=2F51BFFED13CB8EC851365D5F51C5D29DD1FD257",-77.516096,"1868480297",38.999854,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJzIjoieEdiTXNNQTc2eEdMRUFWWmVuekNkZyIsImkiOiIxODY4NDgwMjk3In0.PmX2OGcqmyU2FOEvDjB-7aRYMdVttpzbGJjyzryFu50","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­",NA,NA,"Travel Jobs","travel-jobs","Adzuna::API::Response::Category","Uber","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Broadlands, Loudoun County","c(""US"", ""Virginia"", ""Loudoun County"", ""Broadlands"")"
"712","Personal Drivers with Uber","2020-12-08T14:46:21Z","https://www.adzuna.com/land/ad/1869406768?se=xGbMsMA76xGLEAVZenzCdg&utm_medium=api&utm_source=f0c87e31&v=C4D3DF6F99232E765697CED8D71E5639C10DC8E5",-77.260113,"1869406768",38.855719,"0",NA,"Adzuna::API::Response::Job",NA,"eyJhbGciOiJIUzI1NiJ9.eyJpIjoiMTg2OTQwNjc2OCIsInMiOiJ4R2JNc01BNzZ4R0xFQVZaZW56Q2RnIn0.vf-H39i5YrYtNPXsqFGfAl_G5Y-TCPUKLMU46ul-Y2c","Drive with Uber and earn money anytime it works for you. Driving is an easy way to earn extra, and it¡¯s totally flexible around your schedule. You decide when and how much you drive. What you need to know: Earn money: The more you drive, the more you earn. Flexible schedule: Make your own schedule and earn anytime, day or night. Getting started is simple: Signing up doesn¡¯t take long, and we¡¯ll provide support along the way. Get paid weekly: Earnings are deposited into your bank account weekly.¡­",NA,NA,"Travel Jobs","travel-jobs","Adzuna::API::Response::Category","Uber","Adzuna::API::Response::Company","Adzuna::API::Response::Location","Merrifield, Fairfax County","c(""US"", ""Virginia"", ""Fairfax County"", ""Merrifield"")"
